date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2,Hour,Is_Weekend,Average_Indoor_Temperature,Delta_T,Energy_Lag_1,Energy_Rolling_Mean,Energy_Rolling_Std,is_anomaly,anomaly_type,Appliances_Original
2016-01-11 19:30:00,100,10,20.56666666666669,53.893333333333295,20.033333333333296,46.7566666666667,20.1,48.4666666666667,19.0,48.49,17.15,56.0425,5.8,88.3666666666667,17.89,44.9266666666667,18.15,49.2,16.89,45.3266666666667,6.0,734.85,89.5,6.0,40.0,4.35,24.88496210426092,24.88496210426092,19,0,17.286666666666665,11.286666666666664,100.0,281.6666666666667,190.09646673903924,0,Normal,100
2016-01-11 19:40:00,90,10,20.73,52.66,20.1666666666667,47.223333333333294,20.2,48.53,18.9266666666667,48.1566666666667,17.1666666666667,56.49,5.72666666666667,88.15999999999998,17.76,44.2666666666667,18.23,49.6333333333333,16.89,45.29,6.0,734.966666666667,89.0,6.0,40.0,4.26666666666667,35.88092541322112,35.88092541322112,19,0,17.310740740740755,11.310740740740757,100.0,258.3333333333333,205.66153424174064,0,Normal,90
2016-01-11 19:50:00,70,30,20.8566666666667,53.66,20.2,47.05666666666671,20.2,48.4475,18.89,47.963333333333296,17.2,56.933333333333294,5.52666666666667,87.29999999999998,17.7,43.7266666666667,18.3566666666667,50.0266666666667,16.89,45.29,6.0,735.0833333333329,88.5,6.0,40.0,4.18333333333333,49.59530474152416,49.59530474152416,19,0,17.313333333333347,11.313333333333349,90.0,173.33333333333334,141.51560573543358,0,Normal,70
2016-01-11 20:00:00,80,30,20.89,51.19333333333329,20.2,46.33,20.2,48.19333333333329,18.963333333333296,48.63,17.2,57.06,5.3333333333333295,86.76,17.6666666666667,43.16,18.533333333333296,50.2,16.89,45.2,6.0,735.2,88.0,6.0,40.0,4.1,19.00175897171721,19.00175897171721,20,0,17.319629629629624,11.319629629629624,70.0,115.0,67.15653356152345,0,Normal,80
2016-01-11 20:10:00,140,40,20.89,49.8,20.2,46.0266666666667,20.1666666666667,47.6333333333333,19.033333333333296,49.5,17.5933333333333,70.7266666666667,5.3333333333333295,87.4633333333333,17.6,42.69333333333329,18.6666666666667,50.26,16.89,45.2,6.0,735.233333333333,87.8333333333333,6.0,40.0,4.06666666666667,38.872261065989726,38.872261065989726,20,0,17.374814814814815,11.374814814814815,80.0,96.66666666666669,24.22120283278054,0,Normal,140
2016-01-11 20:20:00,120,20,20.89,48.433333333333294,20.2,45.7225,20.1666666666667,47.3,19.175,49.9475,18.06666666666669,79.0,5.46666666666667,87.53,17.6,42.33333333333329,18.73,50.23,16.89,45.1266666666667,6.0,735.266666666667,87.6666666666667,6.0,40.0,4.03333333333333,46.73526155529544,46.73526155529544,20,0,17.465000000000007,11.465000000000009,140.0,100.0,26.076809620811144,0,Normal,120
2016-01-11 20:30:00,190,40,20.963333333333296,47.6333333333333,20.26,45.53,20.2,47.0266666666667,19.26,49.6966666666667,17.6666666666667,79.73,5.5,86.9566666666667,17.5333333333333,42.0666666666667,18.8566666666667,50.29,16.89,45.1266666666667,6.0,735.2999999999998,87.5,6.0,40.0,4.0,10.6071260641329,10.6071260641329,20,0,17.45888888888889,11.45888888888889,120.0,115.0,45.05552130427552,0,Normal,190
2016-01-11 20:40:00,110,40,21.033333333333296,47.0633333333333,20.29,45.223333333333294,20.26,46.8266666666667,19.32333333333329,49.16666666666671,17.6,79.2566666666667,5.56,86.56333333333329,17.6333333333333,43.6333333333333,18.89,50.1633333333333,16.89,45.06,6.0,735.3333333333329,87.3333333333333,6.0,40.0,3.966666666666669,32.5836883042939,32.5836883042939,20,0,17.497777777777767,11.497777777777769,190.0,118.33333333333331,43.55073669487913,0,Normal,110
2016-01-11 20:50:00,110,40,21.1,46.59666666666671,20.3566666666667,44.963333333333296,20.29,46.6333333333333,19.39,48.4266666666667,17.5666666666667,78.3933333333333,5.6233333333333295,86.33,17.76,43.6333333333333,18.963333333333296,50.03,16.89,45.0,6.0,735.366666666667,87.1666666666667,6.0,40.0,3.9333333333333296,6.277754798065871,6.277754798065871,20,0,17.548888888888897,11.548888888888897,110.0,125.0,37.28270376461481,0,Normal,110
2016-01-11 21:00:00,110,30,21.1333333333333,46.06,20.4266666666667,44.76,20.29,46.433333333333294,19.39,48.19333333333329,17.76,82.45999999999998,5.763333333333329,86.06333333333329,17.8566666666667,43.46,19.0,49.76,16.89,44.9666666666667,6.0,735.4,87.0,6.0,40.0,3.9,13.3610334363766,13.3610334363766,21,0,17.61222222222223,11.612222222222227,110.0,130.0,31.622776601684134,0,Normal,110
2016-01-11 21:10:00,110,20,21.2,45.8,20.5,44.76,20.39,46.223333333333294,19.39,47.8,18.3566666666667,82.59,5.65666666666667,85.59,17.79,43.4,19.06666666666669,49.7,16.89,44.9,5.93333333333333,735.466666666667,87.1666666666667,6.0,40.0,3.86666666666667,19.305704627186056,19.305704627186056,21,0,17.693333333333342,11.760000000000012,110.0,125.0,32.09361307176278,0,Normal,110
2016-01-11 21:20:00,100,30,21.29,45.9,20.533333333333296,45.09,20.39,46.09,19.39,47.56,18.3566666666667,70.99,5.53,85.73,17.89,43.79,19.1333333333333,49.6333333333333,16.89,44.79,5.86666666666667,735.533333333333,87.3333333333333,6.0,40.0,3.8333333333333295,0.6695166579447686,0.6695166579447686,21,0,17.711481481481478,11.844814814814807,110.0,121.66666666666669,33.71448748930777,0,Normal,100
2016-01-11 21:30:00,100,20,21.3566666666667,45.8266666666667,20.6666666666667,45.1633333333333,20.39,46.09,19.39,47.5,18.6,62.43,5.43333333333333,86.32666666666668,17.89,43.79,19.2,49.433333333333294,16.89,44.79,5.8,735.6,87.5,6.0,40.0,3.8,19.11939785350114,19.11939785350114,21,0,17.757407407407413,11.957407407407413,100.0,106.66666666666669,5.163977794945823,0,Normal,100
2016-01-11 21:40:00,100,20,21.39,45.69,20.7,45.06,20.39,46.09,19.4266666666667,47.9933333333333,18.6666666666667,59.03,5.5,86.59999999999998,17.89,43.7,19.23,49.4,16.89,44.7,5.73333333333333,735.6666666666669,87.6666666666667,6.0,40.0,3.766666666666671,43.4845422860235,43.4845422860235,21,0,17.78703703703705,12.053703703703718,100.0,105.0,5.477225575054148,0,Normal,100
2016-01-11 21:50:00,100,20,21.5,45.33333333333329,20.7,44.933333333333294,20.39,46.06,19.56666666666669,48.4666666666667,18.82333333333329,56.7266666666667,5.59,86.46666666666668,17.865,43.57,19.29,49.3266666666667,16.89,44.7,5.66666666666667,735.733333333333,87.8333333333333,6.0,40.0,3.7333333333333294,17.017449834384024,17.017449834384024,21,0,17.846111111111114,12.179444444444444,100.0,103.33333333333331,5.163977794945898,0,Normal,100
2016-01-11 22:00:00,110,20,21.5,45.1266666666667,20.79,44.6333333333333,20.39,46.0,19.6666666666667,48.0933333333333,18.963333333333296,55.33333333333329,5.59,86.325,17.79,43.4,19.29,49.1633333333333,16.8233333333333,44.59,5.6,735.7999999999998,88.0,6.0,40.0,3.7,24.10400577355176,24.10400577355176,22,0,17.867037037037033,12.267037037037031,100.0,103.33333333333331,5.163977794945898,0,Normal,110
2016-01-11 22:10:00,400,20,21.533333333333296,44.9666666666667,20.79,44.36,20.4266666666667,45.933333333333294,19.6,47.5,19.033333333333296,54.0933333333333,5.65666666666667,86.2266666666667,17.79,43.223333333333294,19.3566666666667,49.03,16.8233333333333,44.53,5.65,735.8833333333331,87.8333333333333,6.16666666666667,40.0,3.716666666666669,29.97829127125442,29.97829127125442,22,0,17.889999999999997,12.239999999999997,110.0,151.66666666666666,121.72373091006816,0,Normal,400
2016-01-11 22:20:00,400,20,21.6,44.7666666666667,20.89,44.223333333333294,20.5,45.933333333333294,19.6966666666667,47.6266666666667,19.1,53.3666666666667,5.8333333333333295,85.7666666666667,17.79,43.03,19.39,48.863333333333294,16.89,44.59,5.7,735.966666666667,87.6666666666667,6.3333333333333295,40.0,3.7333333333333294,24.67706535244361,24.67706535244361,22,0,17.965555555555554,12.265555555555554,400.0,201.66666666666663,153.67715076310685,0,Normal,400
2016-01-11 22:30:00,390,30,21.6,44.56,20.963333333333296,43.963333333333296,20.5,45.79,20.0966666666667,47.5666666666667,19.158333333333296,52.4725,5.9,85.0333333333333,17.79,42.76,19.39,48.863333333333294,16.89,44.5225,5.75,736.0499999999998,87.5,6.5,40.0,3.75,9.310880070552226,9.310880070552226,22,0,18.032037037037032,12.282037037037032,400.0,250.0,160.74825037928093,0,Normal,390
2016-01-11 22:40:00,240,20,21.6,44.36,21.0,43.83333333333329,20.5,45.73,20.5966666666667,47.223333333333294,19.2,51.99,6.0,84.1266666666667,17.79,42.6266666666667,19.34,48.95,16.8233333333333,44.433333333333294,5.8,736.1333333333331,87.3333333333333,6.66666666666667,40.0,3.766666666666671,41.36866593034937,41.36866593034937,22,0,18.094444444444445,12.294444444444444,390.0,273.3333333333333,143.89811210251042,0,Normal,240
2016-01-11 22:50:00,60,20,21.6,44.2,21.0,43.7,20.5,45.59,20.996666666666705,47.03,19.2225,51.52,6.0,84.06,17.7,42.6266666666667,19.29,49.23,16.89,44.5,5.85,736.216666666667,87.1666666666667,6.8333333333333295,40.0,3.7833333333333297,33.42333690961823,33.42333690961823,22,0,18.133240740740742,12.283240740740746,240.0,266.6666666666667,154.09953493332372,0,Normal,60
2016-01-11 23:00:00,60,20,21.6,44.2,21.0,43.59,20.4175,45.545,21.1666666666667,46.5266666666667,19.29,51.23,5.96666666666667,84.79,17.7,42.76,19.3566666666667,49.43,16.89,44.5,5.9,736.2999999999998,87.0,7.0,40.0,3.8,39.711993036326014,39.711993036326014,23,0,18.154166666666672,12.254166666666672,60.0,258.3333333333333,165.21702898510995,0,Normal,60
2016-01-11 23:10:00,60,20,21.6,44.2,21.0,43.59,20.39,45.6633333333333,21.033333333333296,46.4,19.29,51.06,5.9,85.5966666666667,17.7,43.03,19.39,49.89,16.89,45.0666666666667,5.8,736.4,87.8333333333333,6.8333333333333295,37.0,3.85,5.3971812943927935,5.3971812943927935,23,0,18.13259259259259,12.33259259259259,60.0,201.66666666666663,165.21702898510998,0,Normal,60
2016-01-11 23:20:00,50,10,21.6,44.2,21.0,43.7,20.29,45.73,20.963333333333296,46.433333333333294,19.29,50.933333333333294,5.763333333333329,86.26,17.7,43.1633333333333,19.39,50.1633333333333,16.89,45.26,5.7,736.5,88.6666666666667,6.66666666666667,34.0,3.9,36.1855473020114,36.1855473020114,23,0,18.09851851851851,12.398518518518513,60.0,143.33333333333334,141.23266855323058,0,Normal,50
2016-01-11 23:30:00,70,20,21.5,44.23,20.9266666666667,43.76,20.29,45.79,20.865,46.5675,19.29,50.863333333333294,5.6233333333333295,86.59333333333329,17.7,43.4,19.39,50.463333333333296,16.89,45.433333333333294,5.6,736.6,89.5,6.5,31.0,3.95,20.563721482176334,20.563721482176334,23,0,18.05277777777778,12.45277777777778,50.0,90.0,73.7563556583433,0,Normal,70
2016-01-11 23:40:00,60,20,21.5,44.363333333333294,20.89,43.845,20.29,45.79,20.73,46.59,19.29,50.79,5.59,87.49666666666668,17.7,43.4666666666667,19.39,50.723333333333294,16.89,45.56,5.5,736.7,90.3333333333333,6.3333333333333295,28.0,4.0,41.047314705792814,41.047314705792814,23,0,18.03,12.529999999999998,70.0,60.0,6.324555320339692,0,Normal,60
2016-01-11 23:50:00,40,20,21.39,44.433333333333294,20.79,43.79,20.23,45.6566666666667,20.7,46.79,19.2,50.6633333333333,5.59,87.8966666666667,17.7,43.6266666666667,19.39,50.963333333333296,16.89,45.6266666666667,5.4,736.7999999999998,91.1666666666667,6.16666666666667,25.0,4.05,32.35300969099626,32.35300969099626,23,0,17.986666666666665,12.586666666666664,60.0,56.66666666666666,10.32795558988828,0,Normal,40
2016-01-12 00:00:00,40,10,21.39,44.56,20.79,43.863333333333294,20.2,45.6633333333333,20.6333333333333,46.79,19.2,50.53,5.59,88.6333333333333,17.7,43.76,19.39,51.1633333333333,16.89,45.7,5.3,736.9,92.0,6.0,22.0,4.1,39.14663811447098,39.14663811447098,0,0,17.97592592592592,12.67592592592592,40.0,53.333333333333336,12.110601416391567,0,Normal,40
2016-01-12 00:10:00,30,20,21.29,44.8266666666667,20.7,44.0,20.2,45.59,20.56666666666669,46.933333333333294,19.2,50.5,5.53,89.0266666666667,17.7,43.933333333333294,19.463333333333296,51.5,16.89,45.79,5.26666666666667,737.0,92.0,6.0,25.0,4.06666666666667,27.65181558206677,27.65181558206677,0,0,17.948888888888884,12.682222222222215,40.0,48.333333333333336,14.719601443881103,0,Normal,30
2016-01-12 00:20:00,40,20,21.29,44.9666666666667,20.6333333333333,44.0,20.1666666666667,45.5,20.5,47.1333333333333,19.2,50.433333333333294,5.53,89.4,17.76,44.33333333333329,19.39,51.56,16.89,45.863333333333294,5.23333333333333,737.1,92.0,6.0,28.0,4.03333333333333,26.48597900988534,26.48597900988534,0,0,17.928888888888892,12.69555555555556,30.0,46.66666666666666,15.055453054182964,0,Normal,40
2016-01-12 00:30:00,50,20,21.26,45.09,20.6,44.03,20.1,45.5,20.5,47.23,19.1666666666667,50.363333333333294,5.53,89.19333333333331,17.79,44.963333333333296,19.39,51.86,16.89,45.9,5.2,737.2,92.0,6.0,31.0,4.0,39.467811584472656,39.467811584472656,0,0,17.914074074074076,12.714074074074077,40.0,43.333333333333336,10.327955589888443,0,Normal,50
2016-01-12 00:40:00,310,10,21.2,45.09,20.6,44.09,20.1,45.5,20.4266666666667,47.23,19.1,50.29,5.4,89.4,17.79,45.223333333333294,19.39,52.0,16.89,45.9666666666667,5.16666666666667,737.2999999999998,92.0,6.0,34.0,3.966666666666669,1.1665601166896522,1.1665601166896522,0,0,17.87740740740741,12.71074074074074,50.0,85.0,110.40833301884432,0,Normal,310
2016-01-12 00:50:00,380,20,21.1666666666667,45.23,20.5,44.1266666666667,20.1,45.5,20.46,47.36,19.06666666666669,50.26,5.2,88.98999999999998,17.79,45.3266666666667,19.3566666666667,52.09,16.89,46.03,5.133333333333329,737.4,92.0,6.0,37.0,3.9333333333333296,23.861503251828253,23.861503251828253,0,0,17.836666666666677,12.703333333333347,310.0,141.66666666666666,159.17495615412204,0,Normal,380
2016-01-12 01:00:00,380,20,21.075,45.3725,20.5,44.2,20.1,45.53,20.7933333333333,47.56,19.0,50.1266666666667,4.86666666666667,89.06333333333329,17.79,45.425,19.29,52.1633333333333,16.89,46.09,5.1,737.5,92.0,6.0,40.0,3.9,36.615686933510005,36.615686933510005,1,0,17.81166666666666,12.71166666666666,380.0,198.33333333333331,175.43279814979485,0,Normal,380
2016-01-12 01:10:00,370,20,21.0,45.4,20.39,44.2,20.1,45.59,21.2633333333333,47.4666666666667,19.0,50.09,4.93333333333333,91.16,17.79,45.56,19.29,52.5,16.89,46.2,5.11666666666667,737.6333333333331,92.0,5.8333333333333295,40.0,3.9166666666666714,34.636577824130654,34.636577824130654,1,0,17.850740740740736,12.734074074074066,380.0,255.0,164.77257053284077,0,Normal,370
2016-01-12 01:20:00,120,10,21.0,45.59,20.39,44.26,20.1,45.59,21.5966666666667,47.4,19.0,50.03,5.0,91.43333333333328,17.79,45.73,19.23,52.9,16.89,46.2,5.133333333333329,737.766666666667,92.0,5.66666666666667,40.0,3.9333333333333296,23.880981106776744,23.880981106776744,1,0,17.88851851851852,12.75518518518519,370.0,268.3333333333333,146.07075910895594,0,Normal,120
2016-01-12 01:30:00,50,0,20.9266666666667,45.59,20.29,44.29,20.1666666666667,45.53,21.89,46.9666666666667,19.0,50.03,4.86666666666667,91.26,17.79,45.863333333333294,19.29,53.5,16.89,46.29,5.15,737.9,92.0,5.5,40.0,3.95,43.06047384161502,43.06047384161502,1,0,17.90111111111112,12.75111111111112,120.0,268.3333333333333,146.07075910895594,0,Normal,50
2016-01-12 01:40:00,40,0,20.89,45.66666666666671,20.23,44.29,20.1333333333333,45.5,21.82333333333329,46.2266666666667,18.9266666666667,50.09,4.72666666666667,91.59333333333328,17.79,45.8266666666667,19.29,53.96,16.89,46.433333333333294,5.16666666666667,738.033333333333,92.0,5.3333333333333295,40.0,3.966666666666669,21.90485536120832,21.90485536120832,1,0,17.855555555555554,12.688888888888885,50.0,223.33333333333331,170.25471114382316,0,Normal,40
2016-01-12 01:50:00,50,0,20.89,46.06,20.2,44.4,20.2,45.5,21.6666666666667,46.06,18.89,50.09,4.46666666666667,91.76,17.79,45.9666666666667,19.29,54.463333333333296,16.89,46.6333333333333,5.18333333333333,738.1666666666669,92.0,5.16666666666667,40.0,3.9833333333333294,12.239863851573318,12.239863851573318,1,0,17.809259259259264,12.625925925925934,40.0,168.33333333333334,162.65505423031487,0,Normal,50
2016-01-12 02:00:00,40,0,20.79,46.2,20.2,44.4666666666667,20.1666666666667,45.5,21.533333333333296,45.933333333333294,18.89,50.1725,4.3333333333333295,91.76,17.79,46.0,19.2225,54.7225,16.89,46.8266666666667,5.2,738.2999999999998,92.0,5.0,40.0,4.0,3.533952357247472,3.533952357247472,2,0,17.757314814814816,12.557314814814816,50.0,111.66666666666669,130.14094923069638,0,Normal,40
2016-01-12 02:10:00,50,0,20.79,46.2,20.1,44.53,20.125,45.425,21.3566666666667,45.9,18.89,50.2,4.15666666666667,91.8333333333333,17.79,46.0,19.2,54.9666666666667,16.9633333333333,46.9666666666667,5.133333333333329,738.4,92.0,4.8333333333333295,40.0,3.9333333333333296,4.973308008629829,4.973308008629829,2,0,17.707962962962963,12.574629629629634,40.0,58.333333333333336,30.605010483035613,0,Normal,50
2016-01-12 02:20:00,50,0,20.7,46.26,20.1,44.59,20.1333333333333,45.4,21.23,45.9,18.79,50.09,4.15666666666667,92.5666666666667,17.89,46.0,19.2,54.9666666666667,17.0,47.23,5.06666666666667,738.5,92.0,4.66666666666667,40.0,3.86666666666667,15.813585359137504,15.813585359137504,2,0,17.688888888888883,12.622222222222211,50.0,46.66666666666666,5.163977794948815,0,Normal,50
2016-01-12 02:30:00,50,0,20.7,46.2,20.0,44.433333333333294,20.2,45.5,21.06666666666669,45.9,18.79,50.09,4.3333333333333295,93.53,17.89,46.06,19.2,54.9,17.0,47.363333333333294,5.0,738.6,92.0,4.5,40.0,3.8,25.93171315966174,25.93171315966174,2,0,17.686666666666667,12.686666666666667,50.0,46.66666666666666,5.163977794948815,0,Normal,50
2016-01-12 02:40:00,40,0,20.6,46.2,20.0,44.5,20.2,45.5,20.9266666666667,45.9,18.79,50.09,4.3333333333333295,93.32333333333328,17.89,46.09,19.2,54.863333333333294,17.0,47.53,4.93333333333333,738.7,92.0,4.3333333333333295,40.0,3.7333333333333294,33.100253820884966,33.100253820884966,2,0,17.660000000000004,12.726666666666674,50.0,46.66666666666666,5.163977794948815,0,Normal,40
2016-01-12 02:50:00,40,0,20.6,46.1266666666667,20.0,44.5,20.2,45.4,20.745,45.9,18.73,50.09,4.19,93.1266666666667,17.8233333333333,45.963333333333296,19.1333333333333,54.79,17.0,47.6633333333333,4.86666666666667,738.7999999999998,92.0,4.16666666666667,40.0,3.6666666666666714,20.34150935942307,20.34150935942307,2,0,17.602407407407398,12.735740740740727,40.0,45.0,5.477225575056995,0,Normal,40
2016-01-12 03:00:00,30,0,20.56666666666669,46.0666666666667,19.89,44.59,20.2,45.4,20.6666666666667,46.0,18.7,50.09,4.06333333333333,92.8666666666667,17.8566666666667,45.9666666666667,19.2,54.9,17.0,47.8266666666667,4.8,738.9,92.0,4.0,40.0,3.6,45.64379621297121,45.64379621297121,3,0,17.57148148148149,12.77148148148149,40.0,43.333333333333336,8.16496580928088,0,Normal,30
2016-01-12 03:10:00,20,0,20.5,46.2,19.82333333333329,44.53,20.29,45.4666666666667,20.533333333333296,46.0,18.7,50.09,3.8633333333333297,92.96666666666668,17.8566666666667,45.9666666666667,19.2,54.9666666666667,17.0,47.9,4.81666666666667,739.016666666667,92.1666666666667,4.3333333333333295,40.0,3.6333333333333298,14.680168638005853,14.680168638005853,3,0,17.529629629629625,12.712962962962957,30.0,38.333333333333336,11.690451944502732,0,Normal,20
2016-01-12 03:20:00,20,0,20.5,46.29,19.79,44.53,20.29,45.4,20.39,46.03,18.7,50.09,3.79,93.09333333333328,17.89,46.2,19.2,55.09,17.0,48.03,4.8333333333333295,739.1333333333331,92.3333333333333,4.66666666666667,40.0,3.6666666666666714,22.953286312986165,22.953286312986165,3,0,17.505555555555556,12.672222222222228,20.0,33.333333333333336,12.11060141639257,0,Normal,20
2016-01-12 03:30:00,40,0,20.4266666666667,46.23,19.79,44.53,20.2,45.4,20.39,46.1633333333333,18.6333333333333,50.03,3.895,94.045,17.89,46.2,19.2,55.03,17.0,48.09,4.85,739.25,92.5,5.0,40.0,3.7,16.619733709376305,16.619733709376305,3,0,17.491666666666664,12.641666666666664,20.0,31.666666666666668,9.83192080250499,0,Normal,40
2016-01-12 03:40:00,50,0,20.39,46.29,19.76,44.59,20.2,45.4,20.29,46.2,18.6,50.0,4.19,94.6566666666667,17.89,46.2,19.2,54.863333333333294,17.0666666666667,48.29,4.86666666666667,739.366666666667,92.6666666666667,5.3333333333333295,40.0,3.7333333333333294,32.543523353524506,32.543523353524506,3,0,17.509629629629632,12.642962962962962,40.0,33.333333333333336,12.11060141639257,0,Normal,50
2016-01-12 03:50:00,50,0,20.39,46.363333333333294,19.7,44.59,20.2,45.5,20.23,46.26,18.6,50.0,4.263333333333329,94.79666666666668,17.89,46.1266666666667,19.2,54.73,17.0666666666667,48.363333333333294,4.883333333333329,739.483333333333,92.8333333333333,5.66666666666667,40.0,3.766666666666671,12.90083903586492,12.90083903586492,3,0,17.504444444444445,12.621111111111116,50.0,35.0,13.784048752092486,0,Normal,50
2016-01-12 04:00:00,40,0,20.29,46.5,19.7,44.7,20.26,45.5,20.1,46.29,18.6,50.0,4.463333333333329,95.03,17.89,46.09,19.1,54.56,17.0333333333333,48.463333333333296,4.9,739.6,93.0,6.0,40.0,3.8,23.927262413781136,23.927262413781136,4,0,17.492962962962956,12.592962962962956,50.0,36.66666666666666,13.662601021281723,0,Normal,40
2016-01-12 04:10:00,50,0,20.29,46.545,19.6333333333333,44.6266666666667,20.29,45.5,20.033333333333296,46.29,18.533333333333296,50.0,4.59,95.03,17.89,45.92,19.1,54.5,17.0333333333333,48.59,4.91666666666667,739.65,92.6666666666667,5.8333333333333295,40.0,3.766666666666671,38.315533532295376,38.315533532295376,4,0,17.488148148148134,12.571481481481465,40.0,41.66666666666666,11.690451944502676,0,Normal,50
2016-01-12 04:20:00,40,0,20.23,46.5,19.6,44.59,20.29,45.5,20.0,46.4,18.5,50.0,4.72666666666667,94.8666666666667,17.89,45.73,19.1,54.5,17.0333333333333,48.7666666666667,4.93333333333333,739.7,92.3333333333333,5.66666666666667,40.0,3.7333333333333294,4.212345718406141,4.212345718406141,4,0,17.485555555555553,12.552222222222223,50.0,45.0,5.477225575056995,0,Normal,40
